,county,fips,ST,lat,lng,population
1532,Orleans,50019,VT,44.829,-72.2434,26843
1533,Simpson,28127,MS,31.9132,-89.9195,26818
1534,Tillamook,41057,OR,45.4637,-123.7127,26782
1535,Cibola,35006,NM,34.9125,-107.9997,26763
1536,Mason,54053,WV,38.7697,-82.0266,26700
1537,King George,51099,VA,38.2733,-77.1572,26679
1538,Gillespie,48171,TX,30.3181,-98.9465,26668
1539,Juneau,55057,WI,43.9246,-90.1138,26603
1540,Decatur,13087,GA,30.8783,-84.579,26595
1541,Decatur,18031,IN,39.307,-85.5011,26587
1542,Oceana,26127,MI,43.6409,-86.2676,26545
1543,Union,41061,OR,45.3102,-118.0088,26502
1544,Woodford,21239,KY,38.0424,-84.7436,26486
1545,Johnson,5071,AR,35.5697,-93.4601,26475
1546,Lewis,36049,NY,43.7847,-75.4488,26456
1547,Bell,21013,KY,36.7306,-83.6741,26426
1548,West Baton Rouge,22121,LA,30.4636,-91.3127,26395
1549,Geneva,1061,AL,31.095,-85.8391,26383
1550,Boone,19015,IA,42.0365,-93.9316,26381
1551,Marlboro,45069,SC,34.602,-79.6786,26376
1552,Upson,13293,GA,32.8813,-84.2994,26329
1553,Grayson,21085,KY,37.4608,-86.3439,26313
1554,Harlan,21095,KY,36.8569,-83.218,26307
1555,Wasco,41065,OR,45.16,-121.1678,26274
1556,Perry,21193,KY,37.2443,-83.2215,26266
1557,Montezuma,8083,CO,37.3386,-108.5966,26266
1558,Clay,18021,IN,39.3928,-87.1158,26231
1559,Elbert,8039,CO,39.2865,-104.1359,26230
1560,Barton,20009,KS,38.479,-98.7565,26209
1561,Charlevoix,26029,MI,45.3014,-85.1259,26197
1562,Cherokee,1019,AL,34.1759,-85.6038,26035
1563,Cass,31025,NE,40.9097,-96.1409,26022
1564,Hart,13147,GA,34.3509,-82.9642,25981
1565,Mille Lacs,27095,MN,45.938,-93.6301,25963
1566,Stephens,13257,GA,34.5541,-83.2932,25934
1567,McNairy,47109,TN,35.1755,-88.5636,25814
1568,Lawrence,46081,SD,44.3586,-103.7923,25806
1569,Fannin,13111,GA,34.8641,-84.3198,25797
1570,Sunflower,28133,MS,33.6023,-90.5886,25759
1571,Somerset,24039,MD,38.1158,-75.7518,25699
1572,Lyon,27083,MN,44.4135,-95.839,25696
1573,Lauderdale,47097,TN,35.7605,-89.6305,25689
1574,Hardin,47071,TN,35.1987,-88.1845,25665
1575,Franklin,20059,KS,38.5645,-95.286,25643
1576,Taylor,21217,KY,37.3664,-85.3278,25572
1577,Allen,22003,LA,30.653,-92.828,25572
1578,Benton,19011,IA,42.0802,-92.0657,25558
1579,Texas,29215,MO,37.3173,-91.965,25518
1580,Posey,18129,IN,38.0218,-87.8684,25480
1581,St. Francis,5123,AR,35.022,-90.7478,25477
1582,Adair,29001,MO,40.1906,-92.6007,25468
1583,Cheboygan,26031,MI,45.4463,-84.4999,25435
1584,Tattnall,13267,GA,32.0458,-82.0582,25392
1585,Lamoille,50015,VT,44.607,-72.6418,25376
1586,Dickinson,26043,MI,46.0092,-87.8703,25373
1587,Miller,29131,MO,38.2145,-92.4284,25369
1588,Audrain,29007,MO,39.2157,-91.8416,25336
1589,Routt,8107,CO,40.4851,-106.9912,25317
1590,Gladwin,26051,MI,43.9907,-84.3883,25312
1591,Salem,51775,VA,37.2864,-80.0555,25290
1592,Dawson,13085,GA,34.4443,-84.1706,25277
1593,Shelby,48419,TX,31.7924,-94.145,25263
1594,Hardeman,47069,TN,35.2068,-88.9931,25247
1595,Fayette,48149,TX,29.8768,-96.9198,25247
1596,Iosco,26069,MI,44.3559,-83.6359,25213
1597,Morehouse,22067,LA,32.8202,-91.8018,25189
1598,Prentiss,28117,MS,34.6183,-88.5201,25155
1599,Plymouth,19149,IA,42.7378,-96.2141,25141
1600,Grant,21081,KY,38.6488,-84.6246,25107
1601,Washington,12133,FL,30.6106,-85.6653,25094
1602,Brown,27015,MN,44.2421,-94.7276,25076
1603,Cleburne,5023,AR,35.5382,-92.0267,25063
1604,Bremer,19017,IA,42.7746,-92.318,25032
1605,Barbour,1005,AL,31.8696,-85.3932,25026
1606,Hickman,47081,TN,35.8033,-87.4733,25017
1607,Teller,8119,CO,38.8824,-105.1618,24981
1608,Yates,36123,NY,42.6335,-77.1055,24981
1609,Nicholas,54067,WV,38.2917,-80.7994,24857
1610,Chattooga,13055,GA,34.475,-85.3453,24826
1611,Washington,29221,MO,37.9617,-90.8774,24819
1612,Jackson,40065,OK,34.588,-99.4148,24808
1613,Milam,48331,TX,30.7863,-96.9768,24797
1614,Marion,28091,MS,31.2308,-89.8224,24785
1615,Randolph,29175,MO,39.4402,-92.4971,24769
1616,Randolph,18135,IN,40.1576,-85.0114,24694
1617,Grady,13131,GA,30.8747,-84.2344,24693
1618,Staunton,51790,VA,38.1593,-79.0611,24660
1619,Juniata,42067,PA,40.5311,-77.4022,24657
1620,Seminole,40133,OK,35.1675,-96.6155,24624
1621,Otsego,26137,MI,45.0214,-84.599,24613
1622,Churchill,32001,NV,39.5808,-118.3358,24606
1623,Todd,27153,MN,46.0706,-94.8976,24603
1624,Abbeville,45001,SC,34.2226,-82.4593,24582
1625,Manistee,26101,MI,44.333,-86.0568,24539
1626,Rowan,21205,KY,38.1963,-83.4211,24534
1627,Lincoln,21137,KY,37.4554,-84.6608,24493
1628,Butts,13035,GA,33.2879,-83.9572,24463
1629,Upshur,54097,WV,38.8978,-80.2334,24451
1630,Anson,37007,NC,34.9738,-80.1027,24430
1631,Waushara,55137,WI,44.1131,-89.2429,24256
1632,Aransas,48007,TX,28.1249,-96.9934,24220
1633,Macon,47111,TN,36.532,-86.0073,24208
1634,Pottawatomie,20149,KS,39.379,-96.3424,24203
1635,White,18181,IN,40.7498,-86.8655,24163
1636,George,28039,MS,30.8626,-88.644,24098
1637,Ohio,21183,KY,37.4782,-86.8489,24081
1638,Jerome,16053,ID,42.6899,-114.264,24074
1639,Jefferson,41031,OR,44.6294,-121.1761,24048
1640,Luna,35029,NM,32.1822,-107.7498,24022
1641,Union,13291,GA,34.8341,-83.9907,23999
1642,Crawford,29055,MO,37.9764,-91.3039,23984
1643,Sabine,22085,LA,31.564,-93.5547,23915
1644,Clarke,1025,AL,31.6767,-87.8308,23866
1645,Roscommon,26143,MI,44.3356,-84.6116,23863
1646,Page,51139,VA,38.6194,-78.4844,23862
1647,Cassia,16031,ID,42.2839,-113.6001,23847
1648,Mingo,54059,WV,37.7265,-82.1347,23808
1649,Scott,18143,IN,38.6851,-85.7475,23785
1650,Hertford,37091,NC,36.3591,-76.982,23752
1651,Poinsett,5111,AR,35.574,-90.663,23747
1652,Saline,17165,IL,37.7531,-88.5407,23735
1653,Crook,41013,OR,44.1422,-120.3566,23733
1654,Lee,51105,VA,36.7054,-83.1286,23723
1655,Winston,1133,AL,34.1492,-87.3737,23712
1656,Payette,16075,ID,44.0067,-116.7608,23705
1657,Dawson,31047,NE,40.8699,-99.8196,23638
1658,Iowa,55049,WI,43.0005,-90.1354,23632
1659,Columbia,5027,AR,33.2143,-93.2273,23620
1660,Ouachita,5103,AR,33.5934,-92.8819,23597
1661,Goochland,51075,VA,37.722,-77.9156,23472
1662,Itawamba,28057,MS,34.28,-88.3613,23396
1663,Limestone,48293,TX,31.5455,-96.5805,23364
1664,Teton,56039,WY,43.9347,-110.5898,23356
1665,Osceola,26133,MI,43.9898,-85.3252,23323
1666,Fairfax,51600,VA,38.8531,-77.2997,23312
1667,Plaquemines,22075,LA,29.4406,-89.61,23305
1668,Hampshire,54027,WV,39.3171,-78.6141,23304
1669,Antrim,26009,MI,44.9991,-85.1403,23301
1670,Hood River,41027,OR,45.519,-121.6511,23270
1671,Grainger,47057,TN,36.2763,-83.5096,23268
1672,Panola,48365,TX,32.1624,-94.3056,23186
1673,Meeker,27093,MN,45.1231,-94.5273,23149
1674,Fayette,18041,IN,39.6401,-85.1787,23068
1675,Franklin,13119,GA,34.3754,-83.2291,23015
1676,Starke,18149,IN,41.2809,-86.6476,22996
1677,Hockley,48219,TX,33.6077,-102.3432,22986
1678,Meigs,39105,OH,39.0822,-82.0229,22974
1679,Houston,48225,TX,31.3177,-95.4227,22942
1680,Saline,29195,MO,39.1368,-93.2018,22932
1681,Sumner,20191,KS,37.2373,-97.4765,22928
1682,Menominee,26109,MI,45.5801,-87.5566,22902
1683,Ray,29177,MO,39.3523,-93.9899,22900
1684,Prince Edward,51147,VA,37.2243,-78.4411,22892
1685,Curry,41015,OR,42.4576,-124.1568,22889
1686,McDonald,29119,MO,36.6287,-94.3483,22882
1687,Leake,28079,MS,32.7535,-89.524,22791
1688,Bandera,48019,TX,29.7472,-99.2463,22770
1689,Franklin,18047,IN,39.4149,-85.0602,22750
1690,Yankton,46135,SD,43.009,-97.3948,22746
1691,Randolph,1111,AL,33.2938,-85.4591,22732
1692,Blaine,16013,ID,43.412,-113.9802,22729
1693,Rockbridge,51163,VA,37.8145,-79.4473,22728
1694,Coahoma,28027,MS,34.23,-90.6017,22685
1695,Martin,37117,NC,35.8432,-77.1093,22644
1696,Asotin,53003,WA,46.1918,-117.203,22636
1697,Caswell,37033,NC,36.3932,-79.3335,22619
1698,Anderson,21005,KY,38.0039,-84.991,22580
1699,Burke,13033,GA,33.0611,-82.0007,22567
1700,Emanuel,13107,GA,32.5897,-82.3017,22525
1701,Crisp,13081,GA,31.9229,-83.7681,22509
1702,Hopewell,51670,VA,37.2915,-77.2985,22500
1703,Johnson,21115,KY,37.8466,-82.8315,22427
1704,Fairfield,45039,SC,34.3951,-81.1212,22406
1705,Bibb,1007,AL,32.9986,-87.1265,22374
1706,Mahaska,19123,IA,41.3352,-92.6409,22351
1707,Clark,5019,AR,34.0509,-93.1764,22341
1708,Grant,22043,LA,31.5997,-92.5594,22339
1709,New Kent,51127,VA,37.5052,-76.9973,22310
1710,Waynesboro,51820,VA,38.0674,-78.9014,22300
1711,Logan,8075,CO,40.7247,-103.1101,22282
1712,Union,22111,LA,32.8318,-92.3748,22270
1713,Assumption,22007,LA,29.9024,-91.0608,22236
1714,Nodaway,29147,MO,40.3608,-94.8834,22199
1715,Adair,40001,OK,35.8839,-94.6587,22171
1716,Overton,47133,TN,36.345,-85.2881,22171
1717,Brooke,54009,WV,40.2739,-80.5765,22162
1718,Pacific,53049,WA,46.5557,-123.7041,22121
1719,Washington,19183,IA,41.3356,-91.7179,22100
1720,Mitchell,13205,GA,31.2253,-84.1943,22072
1721,Gray,48179,TX,35.4012,-100.8126,22063
1722,Klickitat,53039,WA,45.8738,-120.7891,22055
1723,Scott,47151,TN,36.4285,-84.5035,22020
1724,Tippah,28139,MS,34.7684,-88.9089,21976
1725,Letcher,21133,KY,37.1212,-82.8553,21936
1726,Vilas,55125,WI,46.0529,-89.5148,21923
1727,Wyandot,39175,OH,40.8424,-83.3044,21907
1728,Putnam,13237,GA,33.3218,-83.3728,21906
1729,Seward,20175,KS,37.1933,-100.8513,21902
1730,Boone,54005,WV,38.023,-81.7112,21897
1731,Pointe Coupee,22077,LA,30.7095,-91.6008,21883
1732,Beckham,40009,OK,35.2687,-99.682,21860
1733,Henry,29083,MO,38.3852,-93.7927,21854
1734,Jersey,17083,IL,39.0855,-90.3565,21776
1735,Scott,51169,VA,36.7143,-82.6029,21761
1736,Taylor,12123,FL,30.047,-83.6035,21709
1737,Hempstead,5057,AR,33.7354,-93.6684,21695
1738,Mercer,21167,KY,37.811,-84.8744,21690
1739,Nobles,27105,MN,43.6742,-95.7534,21667
1740,Leelanau,26089,MI,44.9385,-85.812,21649
1741,Shelby,17173,IL,39.3912,-88.8055,21623
1742,Logan,5083,AR,35.2149,-93.7166,21619
1743,Madison,37115,NC,35.858,-82.7058,21608
1744,Wabasha,27157,MN,44.2843,-92.2303,21564
1745,Gage,31067,NE,40.2619,-96.6894,21548
1746,Morgan,47129,TN,36.135,-84.6492,21538
1747,Tyler,48457,TX,30.7712,-94.3766,21524
1748,Colusa,6011,CA,39.1775,-122.237,21491
1749,Sevier,49041,UT,38.7478,-111.8045,21475
1750,Calhoun,48057,TX,28.5067,-96.602,21470
1751,Llano,48299,TX,30.7057,-98.6841,21452
1752,Jo Daviess,17085,IL,42.3658,-90.2126,21429
1753,Yell,5149,AR,35.0025,-93.4111,21425
1754,Willacy,48489,TX,26.4693,-97.6622,21419
1755,Fayette,17051,IL,39.0002,-89.0241,21418
1756,McDuffie,13189,GA,33.4828,-82.4814,21404
1757,Buchanan,51027,VA,37.2666,-82.036,21374
1758,Colorado,48089,TX,29.6208,-96.5263,21357
1759,Saunders,31155,NE,41.2264,-96.6374,21356
1760,Hubbard,27057,MN,47.1086,-94.9167,21287
1761,Newton,28101,MS,32.4002,-89.1188,21215
1762,Barnwell,45011,SC,33.2661,-81.435,21170
1763,Moore,48341,TX,35.8377,-101.8929,21169
1764,Lampasas,48281,TX,31.1962,-98.2414,21152
1765,St. James,22093,LA,30.027,-90.7931,21142
1766,Buchanan,19019,IA,42.4708,-91.8379,21141
1767,Hutchinson,48233,TX,35.84,-101.3547,21105
1768,Perry,17145,IL,38.0837,-89.367,21092
1769,Meriwether,13199,GA,33.0406,-84.6883,21080
1770,Gaines,48165,TX,32.7407,-102.6352,21077
1771,Allen,21003,KY,36.7512,-86.1904,21065
1772,La Paz,4012,AZ,33.7294,-113.9815,21035
1773,Fillmore,27045,MN,43.674,-92.0902,21031
1774,Monroe,1099,AL,31.5708,-87.3654,21006
1775,Greene,37079,NC,35.485,-77.6758,20987
1776,Grenada,28043,MS,33.77,-89.8021,20927
1777,Conway,5029,AR,35.2624,-92.7015,20895
1778,Ogemaw,26129,MI,44.3349,-84.1264,20895
1779,Wyoming,54109,WV,37.6096,-81.5492,20890
1780,Stutsman,38093,ND,46.9793,-98.9588,20879
1781,Owen,18119,IN,39.3128,-86.8377,20854
1782,Gonzales,48177,TX,29.4567,-97.4925,20828
1783,Minidoka,16067,ID,42.8543,-113.6375,20817
1784,Dodge,27039,MN,44.0226,-92.862,20807
1785,Dodge,13091,GA,32.1722,-83.1684,20725
1786,Jay,18075,IN,40.4379,-85.0057,20697
1787,Polk,37149,NC,35.2793,-82.1697,20682
1788,Sullivan,18153,IN,39.0888,-87.4147,20647
1789,Texas,40139,OK,36.7479,-101.4901,20633
1790,Lincoln,54043,WV,38.1754,-82.0704,20617
1791,Jones,19105,IA,42.1212,-91.1315,20575
1792,Vernon,29217,MO,37.8506,-94.3424,20560
1793,Jackson,55053,WI,44.3192,-90.8052,20556
1794,Washington,31177,NE,41.5311,-96.222,20546
1795,Clinton,29049,MO,39.6018,-94.4046,20503
1796,Wayne,21231,KY,36.8013,-84.8286,20447
1797,Morgan,29141,MO,38.4237,-92.886,20438
1798,Carbon,49007,UT,39.6481,-110.5888,20401
1799,Kewaunee,55061,WI,44.5161,-87.6153,20398
1800,Uinta,56041,WY,41.2876,-110.5476,20374
1801,Spencer,18147,IN,38.014,-87.0077,20364
1802,Woodward,40153,OK,36.4227,-99.2651,20352
1803,Worth,13321,GA,31.5515,-83.8509,20346
1804,Wayne,28153,MS,31.6408,-88.6958,20344
1805,Taylor,55119,WI,45.2116,-90.5012,20320
1806,Washington,13303,GA,32.9695,-82.7959,20316
1807,Saluda,45081,SC,34.0061,-81.7268,20292
1808,Breckinridge,21027,KY,37.7732,-86.4293,20283
1809,Richland,22083,LA,32.4178,-91.7635,20251
1810,DeWitt,48123,TX,29.0821,-97.3568,20217
1811,Adams,55001,WI,43.9695,-89.7704,20208
1812,Carroll,19027,IA,42.0362,-94.8605,20150
1813,Carroll,18015,IN,40.5828,-86.5635,20137
1814,Dakota,31043,NE,42.3911,-96.5646,20124
1815,Clay,21051,KY,37.1597,-83.7147,20110
1816,Franklin,22041,LA,32.1333,-91.6738,20109
1817,DeKalb,47041,TN,35.9799,-85.8328,20104
1818,Winneshiek,19191,IA,43.2907,-91.8437,20090
1819,Lavaca,48285,TX,29.3843,-96.9302,20072
1820,Fulton,18049,IN,41.047,-86.2636,20069
1821,Pickens,1107,AL,33.2809,-88.0887,20049
1822,Cherokee,20021,KS,37.1693,-94.8463,20017
1823,Frio,48163,TX,28.8678,-99.1082,20013
1824,Ashley,5003,AR,33.1912,-91.7685,20000
1825,Polk,5113,AR,34.4858,-94.2282,19999
1826,Bourbon,21017,KY,38.2067,-84.2171,19998
1827,Chaffee,8015,CO,38.747,-106.1941,19977
1828,Duchesne,49013,UT,40.2982,-110.4252,19950
1829,Buena Vista,19021,IA,42.7355,-95.1511,19950
1830,Labette,20099,KS,37.1913,-95.2976,19938
1831,Smith,47159,TN,36.2505,-85.9567,19926
1832,Davison,46035,SD,43.6747,-98.146,19890
1833,Henry,19087,IA,40.988,-91.5445,19889
1834,Jones,48253,TX,32.7399,-99.8787,19874
1835,Lincoln,30053,MT,48.5425,-115.4051,19845
1836,Warren,37185,NC,36.3965,-78.1067,19746
1837,Freestone,48161,TX,31.7049,-96.1491,19744
1838,Martin,27091,MN,43.6744,-94.5511,19737
1839,Greene,51079,VA,38.2976,-78.4669,19734
1840,Butler,1013,AL,31.7524,-86.6803,19726
1841,Adams,53001,WA,46.9833,-118.5606,19702
1842,Union,47173,TN,36.2879,-83.8375,19678
1843,McIntosh,40091,OK,35.3736,-95.6668,19677
1844,Northampton,37131,NC,36.4178,-77.3969,19672
1845,Montague,48337,TX,33.6757,-97.7246,19640
1846,Lincoln,35027,NM,33.7453,-105.4593,19640
1847,Lincoln,56023,WY,42.2639,-110.656,19640
1848,Fayette,19065,IA,42.8626,-91.8443,19604
1849,Orange,18117,IN,38.5418,-86.4951,19552
1850,Douglas,17041,IL,39.7695,-88.2173,19551
1851,Concordia,22029,LA,31.4459,-91.6401,19533
1852,Holmes,12059,FL,30.8679,-85.8141,19530
1853,Clay,28025,MS,33.6557,-88.7816,19515
1854,Kent,24029,MD,39.2545,-76.0399,19456
1855,Tishomingo,28141,MS,34.7404,-88.2393,19396
1856,Adair,21001,KY,37.1041,-85.2807,19366
1857,Jackson,19097,IA,42.1717,-90.5742,19348
1858,Pierce,13229,GA,31.3588,-82.2128,19336
1859,Benton,29015,MO,38.2948,-93.2879,19305
1860,Marion,21155,KY,37.5525,-85.2696,19257
1861,Long,13183,GA,31.7526,-81.7457,19236
1862,East Feliciana,22037,LA,30.8451,-91.0455,19228
1863,Perry,29157,MO,37.7072,-89.8244,19227
1864,Hampton,45049,SC,32.7763,-81.1407,19223
1865,Berrien,13019,GA,31.276,-83.2296,19206
1866,Langlade,55067,WI,45.2623,-89.0719,19167
1867,Elbert,13105,GA,34.1168,-82.8401,19164
1868,Marengo,1091,AL,32.2476,-87.7896,19138
1869,Perry,18123,IN,38.0796,-86.638,19091
1870,Bertie,37015,NC,36.0662,-76.9787,19081
1871,Los Alamos,35028,NM,35.8693,-106.3073,18976
1872,Jefferson,20087,KS,39.2358,-95.3834,18974
1873,Spencer,21215,KY,38.0325,-85.3279,18945
1874,Brantley,13025,GA,31.1969,-81.9819,18924
1875,Banks,13011,GA,34.3543,-83.4972,18900
1876,Plumas,6063,CA,40.0047,-120.8386,18844
1877,Lamar,13171,GA,33.0765,-84.1394,18834
1878,Hart,21099,KY,37.2999,-85.8847,18833
1879,Crawford,17033,IL,39.0027,-87.7595,18833
1880,Morgan,13211,GA,33.5908,-83.4924,18832
1881,Covington,28031,MS,31.6332,-89.5526,18810
1882,Green Lake,55047,WI,43.8004,-89.0448,18807
1883,Harrison,21097,KY,38.4418,-84.3314,18763
1884,Paulding,39125,OH,41.1166,-84.5802,18742
1885,Roosevelt,35041,NM,34.0212,-103.4801,18723
1886,Houston,27055,MN,43.6714,-91.4929,18670
1887,Waseca,27161,MN,44.0221,-93.5873,18658
1888,Deaf Smith,48117,TX,34.966,-102.6049,18617
1889,Dickinson,20041,KS,38.8665,-97.1527,18614
1890,Pike,13231,GA,33.0923,-84.3892,18565
1891,Madison,12079,FL,30.4441,-83.4701,18557
1892,Humphreys,47085,TN,36.0409,-87.7757,18528
1893,Cedar,19031,IA,41.7723,-91.1324,18475
1894,Macon,1087,AL,32.3859,-85.6927,18437
1895,Appling,13001,GA,31.7493,-82.289,18428
1896,Bosque,48035,TX,31.9004,-97.6343,18428
1897,Fentress,47049,TN,36.3805,-84.9325,18405
1898,Poweshiek,19157,IA,41.6864,-92.5315,18391
1899,Park,8093,CO,39.1194,-105.7172,18345
1900,Beadle,46005,SD,44.4145,-98.2781,18338
1901,Simpson,21213,KY,36.7419,-86.5823,18319
1902,Attala,28007,MS,33.0863,-89.5815,18308
1903,Eastland,48133,TX,32.3271,-98.8323,18289
1904,Otero,8089,CO,37.9026,-103.7164,18284
1905,Stone,28131,MS,30.79,-89.1177,18282
1906,Drew,5043,AR,33.5894,-91.72,18263
1907,Bethel,2050,AK,60.9131,-159.8186,18263
1908,Wright,29229,MO,37.2702,-92.4687,18256
1909,Gilchrist,12041,FL,29.7258,-82.8004,18245
1910,Burleson,48051,TX,30.4925,-96.6215,18237
1911,Grant,5053,AR,34.29,-92.4236,18229
1912,Andrews,48003,TX,32.305,-102.6378,18227
1913,Montour,42093,PA,41.0279,-76.6586,18178
1914,Pike,29163,MO,39.3438,-91.1714,18158
1915,Jefferson,19101,IA,41.0318,-91.9489,18153
1916,Phillips,5107,AR,34.4275,-90.8489,18151
1917,Winston,28159,MS,33.0885,-89.0344,18116
1918,McDowell,54047,WV,37.3785,-81.6536,18083
1919,Pitkin,8097,CO,39.2171,-106.9166,17980
1920,Young,48503,TX,33.1767,-98.6878,17961
1921,Randolph,5121,AR,36.3415,-91.0276,17934
1922,Inyo,6027,CA,36.5111,-117.4107,17930
1923,Ste. Genevieve,29186,MO,37.8944,-90.1944,17887
1924,Westmoreland,51193,VA,38.112,-76.8042,17873
1925,Yancey,37199,NC,35.8989,-82.3076,17870
1926,Russell,21207,KY,36.991,-85.0587,17846
1927,Schuyler,36097,NY,42.3938,-76.8752,17845
1928,Radford,51750,VA,37.1229,-80.5587,17833
1929,Southampton,51175,VA,36.7204,-77.1061,17829
1930,Unicoi,47171,TN,36.1107,-82.4323,17821
1931,Hancock,17067,IL,40.4038,-91.1647,17820
1932,Greene,13133,GA,33.5788,-83.1667,17808
1933,Morgan,54065,WV,39.5604,-78.2578,17800
1934,Franklin,5047,AR,35.5123,-93.8906,17785
1935,Gem,16045,ID,44.0616,-116.3975,17771
1936,Arkansas,5001,AR,34.2892,-91.3742,17761
1937,Johnson,47091,TN,36.4549,-81.8518,17755
1938,Kalkaska,26079,MI,44.6847,-85.0902,17725
1939,Benzie,26019,MI,44.6387,-86.0155,17703
1940,Patrick,51141,VA,36.6783,-80.2844,17660
1941,Hughes,46065,SD,44.389,-99.996,17560
1942,Garrard,21079,KY,37.6396,-84.5377,17554
1943,Andrew,29003,MO,39.9835,-94.8021,17554
1944,Manassas Park,51685,VA,38.7709,-77.4429,17548
1945,Clayton,19043,IA,42.8448,-91.3414,17527
1946,Cooper,29053,MO,38.8436,-92.8101,17522
1947,Avery,37011,NC,36.0766,-81.9226,17510
1948,Dukes,25007,MA,41.3961,-70.6501,17430
1949,Holmes,28051,MS,33.1235,-90.092,17414
1950,Richland,55103,WI,43.3756,-90.4295,17408
1951,Haywood,47075,TN,35.5832,-89.2838,17391
1952,McCreary,21147,KY,36.7371,-84.4842,17333
1953,Leon,48289,TX,31.2965,-95.9957,17325
1954,Mariposa,6043,CA,37.5815,-119.9055,17319
1955,Colonial Heights,51570,VA,37.265,-77.3969,17283
1956,Falls,48145,TX,31.2533,-96.9359,17281
1957,New Madrid,29143,MO,36.5946,-89.6517,17275
1958,Edgar,17045,IL,39.6785,-87.7456,17272
1959,Dickinson,19059,IA,43.378,-95.1508,17260
1960,Chester,47023,TN,35.4217,-88.6135,17260
1961,Cook,13075,GA,31.154,-83.4305,17217
1962,Seward,31159,NE,40.8724,-97.1395,17217
1963,Sharp,5135,AR,36.1612,-91.4798,17217
1964,Lee,48287,TX,30.3107,-96.9657,17174
1965,Lee,45061,SC,34.1633,-80.2545,17144
1966,Henry,1067,AL,31.5147,-85.2414,17123
1967,Mason,21161,KY,38.5952,-83.8242,17122
1968,Gunnison,8051,CO,38.6668,-107.0317,17119
1969,Delaware,19055,IA,42.4712,-91.3673,17107
1970,Robertson,48395,TX,31.027,-96.5129,17094
1971,Buckingham,51029,VA,37.5722,-78.5287,17087
1972,Chickasaw,28017,MS,33.9208,-88.9479,17060
1973,Bristol,51520,VA,36.6181,-82.1604,17059
1974,Crawford,19047,IA,42.0372,-95.382,16998
1975,King William,51101,VA,37.7066,-77.0885,16985
1976,Warren,17187,IL,40.8488,-90.615,16981
1977,Tama,19171,IA,42.0798,-92.5325,16962
1978,San Juan,53055,WA,48.5782,-122.965,16953
1979,Sevier,5133,AR,33.9972,-94.2412,16947
1980,Hardin,19083,IA,42.3839,-93.2404,16924
1981,Scurry,48415,TX,32.7463,-100.9164,16918
1982,Parke,18121,IN,39.7736,-87.2064,16912
1983,Jackson,5067,AR,35.5992,-91.2145,16908
1984,Ben Hill,13017,GA,31.7598,-83.2205,16889
1985,Piscataquis,23021,ME,45.8373,-69.2846,16864
1986,Rabun,13241,GA,34.8818,-83.402,16859
1987,Dallas,29059,MO,37.6804,-93.0237,16841
1988,Humboldt,32013,NV,41.4068,-118.112,16834
1989,Union,17181,IL,37.4713,-89.2551,16829
1990,Taylor,54091,WV,39.336,-80.0462,16817
1991,Polk,47139,TN,35.1199,-84.5233,16807
1992,Rockcastle,21203,KY,37.3651,-84.316,16795
1993,Giles,51071,VA,37.3142,-80.7029,16760
1994,Dixie,12029,FL,29.6082,-83.1588,16740
1995,Socorro,35053,NM,34.0072,-106.9304,16723
1996,Marshall,40095,OK,34.0245,-96.7691,16688
1997,Potter,42105,PA,41.7449,-77.8958,16685
1998,Lafayette,55065,WI,42.6605,-90.1317,16682
1999,Wayne,47181,TN,35.2399,-87.788,16638
2000,Rush,18139,IN,39.62,-85.4658,16632
2001,Marion,5089,AR,36.2684,-92.6842,16586
2002,Van Buren,5141,AR,35.5806,-92.5157,16578
2003,Cross,5037,AR,35.2957,-90.7711,16576
2004,Barbour,54001,WV,39.1329,-80.003,16543
2005,Bond,17005,IL,38.8868,-89.4356,16520
2006,Park,30067,MT,45.4884,-110.5267,16513
2007,Lawrence,5075,AR,36.0412,-91.107,16511
2008,Idaho,16049,ID,45.8441,-115.4675,16511
2009,Sawyer,55113,WI,45.88,-91.1446,16477
2010,Fountain,18045,IN,40.1209,-87.242,16456
2011,Jasper,28061,MS,32.0191,-89.1189,16454
2012,Hill,30041,MT,48.6282,-110.1112,16422
2013,Piatt,17147,IL,40.0103,-88.5911,16412
2014,Fayette,1057,AL,33.7212,-87.7389,16406
2015,Pawnee,40117,OK,36.3169,-96.6992,16402
2016,Madison,5087,AR,36.011,-93.7246,16393
2017,Washington,1129,AL,31.4076,-88.2079,16336
2018,Brunswick,51025,VA,36.7648,-77.859,16336
2019,Pemiscot,29155,MO,36.2114,-89.7854,16330
2020,Wayne,17191,IL,38.4295,-88.4256,16309
2021,Bates,29013,MO,38.2573,-94.34,16282
2022,Richland,38077,ND,46.2646,-96.9483,16245
2023,Atchison,20005,KS,39.5318,-95.3135,16210
2024,Kanabec,27065,MN,45.9452,-93.2934,16205
2025,Dade,13083,GA,34.8546,-85.5045,16183
2026,Crawford,55023,WI,43.2395,-90.931,16155
2027,Iowa,19095,IA,41.6863,-92.0655,16155
2028,Alamosa,8003,CO,37.5729,-105.7883,16153
2029,Madison,19121,IA,41.3307,-94.0156,16148
2030,Clay,19041,IA,43.0826,-95.1509,16138
2031,Benton,47005,TN,36.0698,-88.0683,16133
2032,Baker,41001,OR,44.7092,-117.6753,16090
2033,Lewis,54041,WV,38.9959,-80.5022,16024
2034,Neosho,20133,KS,37.5585,-95.3068,16008
